company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
Caitec Inc.,co_e7ed3d437c5a,Other,,,,,,,,,,4847,4475,,4847,,,,,,RAND,2025-03-10
GoNoodle Inc.,co_aacea6e2fb71,First Lien,,12%,1%,,,,2019-11-01,2025-09-30,1500,1440,1440,2.2%,1440,,,,,,RAND,2025-03-10
GoNoodle Inc.,co_aacea6e2fb71,Preferred Equity,,,,,,,2015-03-01,,,0,0,,0,,,,,,RAND,2025-03-10
GoNoodle Inc.,co_aacea6e2fb71,Preferred Equity,,,,,,,2019-11-01,,,0,0,,0,,,,,,RAND,2025-03-10
GoNoodle Inc.,co_aacea6e2fb71,Other,,,,,,,,,,1440,1440,,1440,,,,,,RAND,2025-03-10
HDI Acquisition LLC.,co_b738dab3265a,First Lien,,12%,2%,,,,2019-11-08,2025-06-30,1245,1072,1072,1.6%,1072,,,,,,RAND,2025-03-10
Lumious,co_5d3a4b57918d,First Lien,,14%,,,,,2018-11-16,2025-12-01,850,790,790,1.2%,790,,,,,,RAND,2025-03-10
Mattison Avenue Holdings LLC,co_403b194e8128,First Lien,,14%,,,,,2024-03-28,2027-06-25,5500,5573,5573,8.5%,5573,,,,,,RAND,2025-03-10
Mountain Regional Equipment Solutions,co_5d719a698d0a,First Lien,Industrials,14%,,,,,2024-01-16,2029-01-16,3000,2952,2500,3.8%,2952,,,,,,RAND,2025-03-10
Mountain Regional Equipment Solutions,co_5d719a698d0a,Common Equity,Industrials,,,,,,2024-01-16,,,205,,,205,,,,37991,,RAND,2025-03-10
Mountain Regional Equipment Solutions,co_5d719a698d0a,Other,Industrials,,,,,,,,,3217,2500,,3217,,,,,,RAND,2025-03-10
OnCore Golf Technology Inc.,co_9a694a686c60,Preferred Equity,Healthcare,,,,,,2018-11-30,,,753,100,0.2%,753,,,,300483,,RAND,2025-03-10
Open Exchange Inc.,co_c386136e3cd0,Preferred Equity,,,,,,,2013-11-13,,,1194,700,1.1%,1194,,,,397899,,RAND,2025-03-10
Open Exchange Inc.,co_c386136e3cd0,Other Equity,,,,,,,2019-10-22,,,208,,,208,,,,397899,,RAND,2025-03-10
Open Exchange Inc.,co_c386136e3cd0,Other,,,,,,,,,,1402,700,,1402,,,,,,RAND,2025-03-10
PostProcess Technologies Inc.,co_2f0e92e0421b,Preferred Equity,,,,,,,2019-11-01,,,349,,0%,349,,,,360002,,RAND,2025-03-10
Applied Image Inc.,co_626ef61915c4,First Lien,,10%,2%,,,,2021-12-31,2029-02-01,,1750,1750,2.7%,1750,,,,,,RAND,2025-03-10
Applied Image Inc.,co_626ef61915c4,Other,,,,,,,,,,1750,1750,,1750,,,,,,RAND,2025-03-10
BMP Food Service Supply Holdco LLC,co_081ee2425789,First Lien,Food & Beverage,,,,,,2022-11-22,,,6538,6538,10.8%,6538,,,,,,RAND,2025-03-10
BMP Food Service Supply Holdco,co_081ee2425789,Preferred Equity,Food & Beverage,,,,,,2022-11-22,,,498,498,,498,,,,,,RAND,2025-03-10
BMP Food Service Supply,co_1ef41bef6ee5,Other,Food & Beverage,,,,,,,,,7036,7036,,7036,,,,,,RAND,2025-03-10
BMP Swanson Holdco LLC,co_6d3b5b8e0715,First Lien,,12%,,,,,2021-03-04,2028-05-31,,1700,1700,3.8%,1700,,,,,,RAND,2025-03-10
BMP Swanson Holdco,co_6d3b5b8e0715,Preferred Equity,,,,,,,2021-03-04,,,233,750,,233,,,,,,RAND,2025-03-10
BMP Swanson,co_43fcc61d9015,Other,,,,,,,,,,1933,2450,,1933,,,,,,RAND,2025-03-10
Carolina Skiff LLC,co_2f37d97386c8,Other,,,,,,,2004-01-30,,,15,1208,1.8%,15,,,,,cost_suspicious_vs_size,RAND,2025-03-10
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,13%,,,,,2023-07-31,2028-07-31,,3380,3380,5.2%,3380,,,,,,RAND,2025-03-10
FCM Industries Holdco LLC,co_2709ecc477d5,Other,,,,,,,,,,3865,3380,,3865,,,,,,RAND,2025-03-10
Filterworks Acquisition USA LLC,co_c28bd0ae2682,First Lien,,,,,,,2019-11-18,2025-03-31,,2929,2929,4.5%,2929,,,,,,RAND,2025-03-10
Filterworks Acquisition USA,co_c28bd0ae2682,Other Equity,,,,,,,2022-06-03,,,626,,,626,,,,626.2,,RAND,2025-03-10
Filterworks Acquisition USA,co_c28bd0ae2682,Other Equity,,,,,,,2022-09-30,,,139,,,139,,,,417.7,,RAND,2025-03-10
Filterworks Acquisition USA LLC,co_c28bd0ae2682,Other,,,,,,,,,,3694,2929,,3694,,,,,,RAND,2025-03-10
Highland All About People Holdings Inc.,co_6fa73910faa9,First Lien,,12%,4%,,,,2023-08-07,2028-08-07,3000,3175,3175,5.8%,3175,,,,,,RAND,2025-03-10
Highland All About People Holdings Inc.,co_6fa73910faa9,Other Equity,,,,,,,2023-08-07,,,1000,600,,1000,,,,1000000,,RAND,2025-03-10
Highland All About People Holdings Inc.,co_6fa73910faa9,Other,,,,,,,,,,4175,3775,,4175,,,,,,RAND,2025-03-10
Inter-National Electronic Alloys LLC,co_710303987285,First Lien,Software & Technology,12%,2%,,,,2023-04-04,2028-04-04,,3372,3372,6.7%,3372,,,,,,RAND,2025-03-10
Inter-National Electronic Alloys LLC,co_710303987285,Other Equity,Software & Technology,,,,,,2023-04-04,,,1012,1012,,1012,,,,75.3,,RAND,2025-03-10
Inter-National Electronic Alloys LLC,co_710303987285,Other,Software & Technology,,,,,,,,,4384,4384,,4384,,,,,,RAND,2025-03-10
Mobile RN Holdings LLC,co_5e3b18176e3c,First Lien,,14%,1%,,,,2024-10-02,2029-10-02,,2506,2506,4.4%,2506,,,,,,RAND,2025-03-10
Mobile RN Holdings LLC,co_5e3b18176e3c,Common Equity,,,,,,,2024-10-02,,,375,375,,375,,,,6375,,RAND,2025-03-10
Mobile RN Holdings LLC,co_5e3b18176e3c,Other,,,,,,,,,,2881,2881,,2881,,,,,,RAND,2025-03-10
Pressure Pro Inc.,co_8cb3fd97beec,First Lien,,12%,3%,,,,2023-01-19,2028-01-19,,1703,1703,3.8%,1703,,,,,,RAND,2025-03-10
Pressure Pro,co_8cb3fd97beec,Other Equity,,,,,,,2023-01-19,,,30,750,,30,,,,,,RAND,2025-03-10
Pressure Pro Inc.,co_8cb3fd97beec,Other,,,,,,,,,,1733,2453,,1733,,,,,,RAND,2025-03-10
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-11-22,2026-01-19,,6168,6168,12.1%,6168,,,,,,RAND,2025-03-10
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other,,,,,,,2021-01-19,,,25,25,,25,,,,,,RAND,2025-03-10
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-01-19,2026-01-19,,1511,1511,,1511,,,,,,RAND,2025-03-10
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other Equity,,,,,,,2022-10-24,,,194,194,,194,,,,5.82,,RAND,2025-03-10
Seybert’s,co_356de4049a63,Other,,,,,,,,,,7923,7923,,7923,,,,,,RAND,2025-03-10
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2015-01-20,,,600,4560,17.6%,600,,,,,,RAND,2025-03-10
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2016-09-28,,,200,813,,200,,,,21391,,RAND,2025-03-10
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2017-09-29,,,800,2666,,800,,,,70176,,RAND,2025-03-10
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2019-03-15,,,500,584,,500,,,,15385,,RAND,2025-03-10
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2020-06-15,,,750,877,,750,,,,23077,,RAND,2025-03-10
Tilson Technology Management,co_04ab71fb578c,Other Equity,Software & Technology,,,,,,2023-02-16,,,250,1000,,250,,,,250,,RAND,2025-03-10
