company_name,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,ticker,filing_date
GC Champion Acquisition LLC,Delayed Draw,FIRE: Finance,9.87%,,SF,5.25,2024-12-31,2028-08-18,2086,1417,,,,,,MRCC,2025-11-05.BEFORE
J2 BWA Funding LLC,Revolver,FIRE: Finance,10.00%,,n/a,n/a,2020-12-24,2026-12-24,2750,1689,,,,,,MRCC,2025-11-05.BEFORE
Liftforward SPV II LLC,First Lien Senior Secured,FIRE: Finance,15.21%,,SF,10.86,2016-11-10,2025-06-30,301,301,,,,,,MRCC,2025-11-05.BEFORE
RugsUSA Intermediate LLC,Common Equity,Consumer Goods: Durable,,,,,,,,,,,,,,MRCC,2025-11-05.BEFORE
Polyventive Lender Holding Company LLC,Equity Securities,Chemicals Plastics & Rubber,,,,,,,,,,,,,,MRCC,2025-11-05.BEFORE
Cano Health Inc,Warrant,Healthcare & Pharmaceuticals,,,,,,,2029-06-28,,,,,,267,MRCC,2025-11-05.BEFORE
Output Services Group Inc,Common Equity,Services: Business,,,,,,,,,,,,,,MRCC,2025-11-05.BEFORE
SIRVA Worldwide Inc,Common Equity,Services: Business,,,,,,,,,,,,,,MRCC,2025-11-05.BEFORE
SIRVA Worldwide Inc,Preferred Equity,Services: Business,,,,,,,,,,,626,,,MRCC,2025-11-05.BEFORE
AppLogic Networks Parent LLC,Common Equity,Telecommunications,,,,,,,,,,,,,,MRCC,2025-11-05.BEFORE
AppLogic Networks OpCo I LLC,Common Equity,Telecommunications,,,,,,,,,,,,,,MRCC,2025-11-05.BEFORE
Familia Dental Group Holdings LLC,Class A units,Healthcare & Pharmaceuticals,,,,n/a,n/a,2016-04-08,,,5224,7256,4783,4.5,,MRCC,2025-11-05.BEFORE
Mnine Holdings Inc,Class B units,High Tech Industries,,,,n/a,n/a,2020-06-30,,,0,0,0,0,,MRCC,2025-11-05.BEFORE
NECB Collections LLC,LLC units,Services: Consumer,,,,n/a,n/a,2019-06-21,,,1458,1458,0,1.4,,MRCC,2025-11-05.BEFORE
MRCC Senior Loan Fund I LLC,equity interests,Investment Funds & Vehicles,,,,n/a,n/a,2017-10-31,,,0,42650,32730,31.1,,MRCC,2025-11-05.BEFORE
SFR Holdco LLC,Junior secured loan,Services: Consumer,8.00%,,n/a,n/a,,,,5539,5539,5539,1.9,,,MRCC,2025-11-05.BEFORE
SFR Holdco LLC,Common equity,Services: Consumer,,,,n/a,n/a,,,,4372,4372,4372,1.9,,MRCC,2025-11-05.BEFORE
TJ Management HoldCo LLC,Revolver,Services: Business,,,,n/a,n/a,,,,,,,955,,MRCC,2025-11-05.BEFORE
TJ Management HoldCo LLC,Common stock,Services: Business,,,,n/a,n/a,,,,3229,3229,3229,1.9,,MRCC,2025-11-05.BEFORE
MRCC Senior Loan Fund I LLC,equity interests,Investment Funds & Vehicles,,,,n/a,n/a,,,,33122,33122,33122,31.1,,MRCC,2025-11-05.BEFORE
SFR Holdco 2 LLC,Delayed Draw Loan,Services: Consumer,8.00%,,n/a,n/a,,,,5539,5539,5539,1.9,,,MRCC,2025-11-05.BEFORE
SFR Holdco 2 LLC,Equity Commitment,Services: Consumer,,,,n/a,n/a,,,,4372,4372,4372,1.9,,MRCC,2025-11-05.BEFORE
Sandvine Corporation,Common Equity,Telecommunications,,,,n/a,n/a,,,,,,,,,MRCC,2025-11-05.BEFORE
